21:01:40.071 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=66, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:01:45.823 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=67, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:01:50.828 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=68, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:01:55.832 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=69, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:01:56.126 [Thread-92] INFO  o.a.catalina.core.StandardService - Stopping service [Tomcat]
21:02:34.229 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法queue执行完毕，返回参数为：queue://activemq.queue==============
21:02:34.230 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============对返回参数进行业务上的增强：queue://activemq.queue增强版==============
21:02:34.230 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doAfter方法进入了==============
21:02:34.230 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法queue已经执行完==============
21:02:34.285 [restartedMain] INFO  c.c.f.a.s.a.SpringValueProcessor - Monitoring key: microservice.url.orderUrl, beanName: jsonController, field: com.example.lyc.springboot.demo.controller.JsonController.orderUrl
21:02:35.728 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=6, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:02:36.278 [restartedMain] INFO  c.e.l.s.demo.service.RedisService - redis port: 6379
21:02:36.297 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doBefore方法进入了==============
21:02:36.297 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============即将执行方法为: userService，属于com.example.lyc.springboot.demo.config.AppConfig包==============
21:02:36.298 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - Not in a request context
21:02:36.298 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法userService执行完毕，返回参数为：com.example.lyc.springboot.demo.serviceImpl.UserServiceImpl@5c3b0efd==============
21:02:36.298 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============对返回参数进行业务上的增强：com.example.lyc.springboot.demo.serviceImpl.UserServiceImpl@5c3b0efd增强版==============
21:02:36.298 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doAfter方法进入了==============
21:02:36.299 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法userService已经执行完==============
21:02:36.301 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doBefore方法进入了==============
21:02:36.302 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============即将执行方法为: passwordEncoder，属于com.example.lyc.springboot.demo.config.SecurityConfig包==============
21:02:36.302 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - Not in a request context
21:02:36.303 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法passwordEncoder执行完毕，返回参数为：org.springframework.security.crypto.bcrypt.BCryptPasswordEncoder@571a1160==============
21:02:36.304 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============对返回参数进行业务上的增强：org.springframework.security.crypto.bcrypt.BCryptPasswordEncoder@571a1160增强版==============
21:02:36.304 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doAfter方法进入了==============
21:02:36.304 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法passwordEncoder已经执行完==============
21:02:36.326 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doBefore方法进入了==============
21:02:36.327 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============即将执行方法为: restTemplate，属于com.example.lyc.springboot.demo.config.AppConfig包==============
21:02:36.327 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - Not in a request context
21:02:36.349 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法restTemplate执行完毕，返回参数为：org.springframework.web.client.RestTemplate@1ca1a4b4==============
21:02:36.350 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============对返回参数进行业务上的增强：org.springframework.web.client.RestTemplate@1ca1a4b4增强版==============
21:02:36.350 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doAfter方法进入了==============
21:02:36.350 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法restTemplate已经执行完==============
21:02:36.392 [restartedMain] INFO  c.c.f.a.s.a.SpringValueProcessor - Monitoring key: wechat.appid, beanName: wechatService, field: com.example.lyc.springboot.demo.service.WechatService.appId
21:02:36.392 [restartedMain] INFO  c.c.f.a.s.a.SpringValueProcessor - Monitoring key: wechat.secret, beanName: wechatService, field: com.example.lyc.springboot.demo.service.WechatService.secret
21:02:36.392 [restartedMain] INFO  c.c.f.a.s.a.SpringValueProcessor - Monitoring key: wechat.redirect.uri, beanName: wechatService, field: com.example.lyc.springboot.demo.service.WechatService.redirectUri
21:02:36.463 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doBefore方法进入了==============
21:02:36.463 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============即将执行方法为: authenticationProvider，属于com.example.lyc.springboot.demo.config.SecurityConfig包==============
21:02:36.463 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - Not in a request context
21:02:36.483 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doBefore方法进入了==============
21:02:36.483 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============即将执行方法为: userDetailsService，属于com.example.lyc.springboot.demo.config.SecurityConfig包==============
21:02:36.483 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - Not in a request context
21:02:36.497 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法userDetailsService执行完毕，返回参数为：org.springframework.security.provisioning.JdbcUserDetailsManager@6f715682==============
21:02:36.497 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============对返回参数进行业务上的增强：org.springframework.security.provisioning.JdbcUserDetailsManager@6f715682增强版==============
21:02:36.498 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doAfter方法进入了==============
21:02:36.498 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法userDetailsService已经执行完==============
21:02:36.536 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法authenticationProvider执行完毕，返回参数为：org.springframework.security.authentication.dao.DaoAuthenticationProvider@26cca672==============
21:02:36.537 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============对返回参数进行业务上的增强：org.springframework.security.authentication.dao.DaoAuthenticationProvider@26cca672增强版==============
21:02:36.537 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doAfter方法进入了==============
21:02:36.537 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法authenticationProvider已经执行完==============
21:02:36.644 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doBefore方法进入了==============
21:02:36.644 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============即将执行方法为: authenticationManager，属于com.example.lyc.springboot.demo.config.SecurityConfig包==============
21:02:36.644 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - Not in a request context
21:02:36.645 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法authenticationManager执行完毕，返回参数为：org.springframework.security.authentication.ProviderManager@5f01f9e7==============
21:02:36.645 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============对返回参数进行业务上的增强：org.springframework.security.authentication.ProviderManager@5f01f9e7增强版==============
21:02:36.645 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doAfter方法进入了==============
21:02:36.645 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法authenticationManager已经执行完==============
21:02:36.688 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doBefore方法进入了==============
21:02:36.688 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============即将执行方法为: topic，属于com.example.lyc.springboot.demo.config.ActiveMqConfig包==============
21:02:36.689 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - Not in a request context
21:02:36.689 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法topic执行完毕，返回参数为：topic://activemq.topic==============
21:02:36.689 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============对返回参数进行业务上的增强：topic://activemq.topic增强版==============
21:02:36.690 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doAfter方法进入了==============
21:02:36.690 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法topic已经执行完==============
21:02:36.699 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doBefore方法进入了==============
21:02:36.699 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============即将执行方法为: modelMapper，属于com.example.lyc.springboot.demo.config.AppConfig包==============
21:02:36.700 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - Not in a request context
21:02:36.727 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法modelMapper执行完毕，返回参数为：org.modelmapper.ModelMapper@54e10242==============
21:02:36.727 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============对返回参数进行业务上的增强：org.modelmapper.ModelMapper@54e10242增强版==============
21:02:36.728 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doAfter方法进入了==============
21:02:36.728 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法modelMapper已经执行完==============
21:02:37.236 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doBefore方法进入了==============
21:02:37.236 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============即将执行方法为: filterChain，属于com.example.lyc.springboot.demo.config.SecurityConfig包==============
21:02:37.236 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - Not in a request context
21:02:37.246 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doBefore方法进入了==============
21:02:37.246 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============即将执行方法为: registerWebSocketHandlers，属于com.example.lyc.springboot.demo.config.WebSocketConfig包==============
21:02:37.246 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - Not in a request context
21:02:37.249 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法registerWebSocketHandlers执行完毕，但返回参数为 null==============
21:02:37.249 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doAfter方法进入了==============
21:02:37.249 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法registerWebSocketHandlers已经执行完==============
21:02:37.368 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法filterChain执行完毕，返回参数为：DefaultSecurityFilterChain [RequestMatcher=any request, Filters=[org.springframework.security.web.session.DisableEncodeUrlFilter@4aff919f, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@a5ac59c, org.springframework.security.web.context.SecurityContextHolderFilter@5be81c05, org.springframework.security.web.header.HeaderWriterFilter@5697ae46, org.springframework.security.web.authentication.logout.LogoutFilter@553dca57, com.example.lyc.springboot.demo.security.JwtAuthenticationFilter@5c9cd6b2, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@55e6fdf, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@7d4f323e, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@12eb8447, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2aca6a69, org.springframework.security.web.access.ExceptionTranslationFilter@521cf765, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@42134413]]==============
21:02:37.370 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============对返回参数进行业务上的增强：DefaultSecurityFilterChain [RequestMatcher=any request, Filters=[org.springframework.security.web.session.DisableEncodeUrlFilter@4aff919f, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@a5ac59c, org.springframework.security.web.context.SecurityContextHolderFilter@5be81c05, org.springframework.security.web.header.HeaderWriterFilter@5697ae46, org.springframework.security.web.authentication.logout.LogoutFilter@553dca57, com.example.lyc.springboot.demo.security.JwtAuthenticationFilter@5c9cd6b2, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@55e6fdf, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@7d4f323e, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@12eb8447, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2aca6a69, org.springframework.security.web.access.ExceptionTranslationFilter@521cf765, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@42134413]]增强版==============
21:02:37.370 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doAfter方法进入了==============
21:02:37.370 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法filterChain已经执行完==============
21:02:37.397 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doBefore方法进入了==============
21:02:37.397 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============即将执行方法为: publicApi，属于com.example.lyc.springboot.demo.config.SwaggerConfig包==============
21:02:37.397 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - Not in a request context
21:02:37.403 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法publicApi执行完毕，返回参数为：org.springdoc.core.models.GroupedOpenApi@4318b0a==============
21:02:37.403 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============对返回参数进行业务上的增强：org.springdoc.core.models.GroupedOpenApi@4318b0a增强版==============
21:02:37.403 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doAfter方法进入了==============
21:02:37.403 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法publicApi已经执行完==============
21:02:37.406 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doBefore方法进入了==============
21:02:37.406 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============即将执行方法为: privateApi，属于com.example.lyc.springboot.demo.config.SwaggerConfig包==============
21:02:37.406 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - Not in a request context
21:02:37.406 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法privateApi执行完毕，返回参数为：org.springdoc.core.models.GroupedOpenApi@795c2388==============
21:02:37.406 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============对返回参数进行业务上的增强：org.springdoc.core.models.GroupedOpenApi@795c2388增强版==============
21:02:37.406 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doAfter方法进入了==============
21:02:37.406 [restartedMain] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法privateApi已经执行完==============
